"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","1","GO:0010469","regulation of signaling receptor activity","2/73","137/13552",0.168369608963179,0.362887528409275,0.312616086817598,"TAL1/ADRB2",2
"BP","1","GO:0098727","maintenance of cell number","2/73","137/13552",0.168369608963179,0.362887528409275,0.312616086817598,"TAL1/GATA2",2
"KEGG","1","hsa04725","Cholinergic synapse","2/44","104/6190",0.168411252811881,0.550115670976174,0.508450941081958,"146850/23533",2
"BP","-1","GO:0006835","dicarboxylic acid transport","1/29","86/13552",0.168737695803269,0.318593752418163,0.273597361031576,"HRH3",1
"BP","-1","GO:0044264","cellular polysaccharide metabolic process","1/29","86/13552",0.168737695803269,0.318593752418163,0.273597361031576,"NR1D1",1
"MF","-1","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","1/27","95/13926",0.168889323095957,0.287768603716055,0.228670613892015,"BDH1",1
"MF","1","GO:0016877","ligase activity, forming carbon-sulfur bonds","1/78","33/13926",0.169367306072179,0.316703092655293,0.28698953018649,"UBA7",1
"BP","1","GO:0001959","regulation of cytokine-mediated signaling pathway","2/73","138/13552",0.170281839828775,0.365217417016721,0.314623211896746,"TREM2/CD300LF",2
"BP","1","GO:0006937","regulation of muscle contraction","2/73","138/13552",0.170281839828775,0.365217417016721,0.314623211896746,"PTAFR/ADRB2",2
"BP","-1","GO:0071867","response to monoamine","1/29","87/13552",0.170527878992168,0.318593752418163,0.273597361031576,"HRH3",1
"BP","-1","GO:0071869","response to catecholamine","1/29","87/13552",0.170527878992168,0.318593752418163,0.273597361031576,"HRH3",1
"BP","-1","GO:1901655","cellular response to ketone","1/29","87/13552",0.170527878992168,0.318593752418163,0.273597361031576,"DDIT4",1
"BP","-1","GO:1990748","cellular detoxification","1/29","87/13552",0.170527878992168,0.318593752418163,0.273597361031576,"GSTO2",1
"CC","1","GO:0000421","autophagosome membrane","1/78","34/14163",0.171373430318981,0.595022391196112,0.563219888851481,"RUBCNL",1
"CC","1","GO:0032839","dendrite cytoplasm","1/78","34/14163",0.171373430318981,0.595022391196112,0.563219888851481,"SFPQ",1
"BP","-1","GO:0033559","unsaturated fatty acid metabolic process","1/29","88/13552",0.172314339557279,0.320099137697916,0.274890134153303,"CYP2C8",1
"BP","-1","GO:0034754","cellular hormone metabolic process","1/29","88/13552",0.172314339557279,0.320099137697916,0.274890134153303,"CYP2C8",1
"BP","1","GO:0002548","monocyte chemotaxis","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"CCL3",1
"BP","1","GO:0002704","negative regulation of leukocyte mediated immunity","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"CD84",1
"BP","1","GO:0010863","positive regulation of phospholipase C activity","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"PTAFR",1
"BP","1","GO:0032653","regulation of interleukin-10 production","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"TREM2",1
"BP","1","GO:0032655","regulation of interleukin-12 production","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"IRF8",1
"BP","1","GO:0042267","natural killer cell mediated cytotoxicity","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"PIK3R6",1
"BP","1","GO:0046638","positive regulation of alpha-beta T cell differentiation","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"IL12RB1",1
"BP","1","GO:0048246","macrophage chemotaxis","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"CCL3",1
"BP","1","GO:0070231","T cell apoptotic process","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"GIMAP8",1
"BP","1","GO:0070741","response to interleukin-6","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"CEBPA",1
"BP","1","GO:0071548","response to dexamethasone","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"PTAFR",1
"BP","1","GO:1900015","regulation of cytokine production involved in inflammatory response","1/73","35/13552",0.17244595085851,0.365217417016721,0.314623211896746,"PLD4",1
"KEGG","-1","hsa04713","Circadian entrainment","1/13","90/6190",0.173527198399159,0.288997317606635,0.239020337870149,"5187",1
"MF","-1","GO:0005262","calcium channel activity","1/27","98/13926",0.173747502656872,0.287768603716055,0.228670613892015,"TMC2",1
"BP","-1","GO:0009150","purine ribonucleotide metabolic process","2/29","353/13552",0.173983856449051,0.320099137697916,0.274890134153303,"PDK1/DDIT4",2
"MF","1","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding","1/78","34/13926",0.17403075889924,0.322798988280849,0.29251349967784,"ADAP2",1
"CC","-1","GO:0030133","transport vesicle","2/29","369/14163",0.174050497673006,0.493136812583514,0.460326319591364,"MYRIP/CRISPLD2",2
"BP","-1","GO:0006637","acyl-CoA metabolic process","1/29","89/13552",0.174097084963758,0.320099137697916,0.274890134153303,"PDK1",1
"BP","-1","GO:0035383","thioester metabolic process","1/29","89/13552",0.174097084963758,0.320099137697916,0.274890134153303,"PDK1",1
"BP","-1","GO:0061982","meiosis I cell cycle process","1/29","89/13552",0.174097084963758,0.320099137697916,0.274890134153303,"MOV10L1",1
"CC","1","GO:0019898","extrinsic component of membrane","3/78","262/14163",0.175277913685677,0.595022391196112,0.563219888851481,"PIK3R6/PIK3R5/SOCS6",3
"KEGG","1","hsa00830","Retinol metabolism","1/44","27/6190",0.175530344341416,0.550115670976174,0.508450941081958,"10170",1
"CC","-1","GO:0030863","cortical cytoskeleton","1/29","94/14163",0.175770853935651,0.493136812583514,0.460326319591364,"MYRIP",1
"BP","-1","GO:0001676","long-chain fatty acid metabolic process","1/29","90/13552",0.175876122662344,0.321668171711391,0.276237566619249,"CYP2C8",1
"BP","-1","GO:0006304","DNA modification","1/29","90/13552",0.175876122662344,0.321668171711391,0.276237566619249,"MOV10L1",1
"KEGG","1","hsa04611","Platelet activation","2/44","107/6190",0.176026857855678,0.550115670976174,0.508450941081958,"146850/23533",2
"BP","1","GO:0009615","response to virus","3/73","269/13552",0.176705001695161,0.370091081857022,0.318821719455036,"OAS1/IL12RB1/TLR7",3
"BP","1","GO:0040013","negative regulation of locomotion","3/73","269/13552",0.176705001695161,0.370091081857022,0.318821719455036,"ACVR1C/CX3CR1/SEMA3G",3
"BP","1","GO:0002534","cytokine production involved in inflammatory response","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"PLD4",1
"BP","1","GO:0006040","amino sugar metabolic process","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"RENBP",1
"BP","1","GO:0032615","interleukin-12 production","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"IRF8",1
"BP","1","GO:0045823","positive regulation of heart contraction","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"EDN3",1
"BP","1","GO:0048846","axon extension involved in axon guidance","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"SEMA3G",1
"BP","1","GO:1902284","neuron projection extension involved in neuron projection guidance","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"SEMA3G",1
"BP","1","GO:1903672","positive regulation of sprouting angiogenesis","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"GATA2",1
"BP","1","GO:2000648","positive regulation of stem cell proliferation","1/73","36/13552",0.176915244754148,0.370091081857022,0.318821719455036,"CX3CR1",1
"BP","-1","GO:0006476","protein deacetylation","1/29","91/13552",0.177651460089382,0.322370142982038,0.276840395412065,"PER1",1
"BP","-1","GO:0050906","detection of stimulus involved in sensory perception","1/29","91/13552",0.177651460089382,0.322370142982038,0.276840395412065,"TMC2",1
"BP","-1","GO:0120254","olefinic compound metabolic process","1/29","91/13552",0.177651460089382,0.322370142982038,0.276840395412065,"CYP2C8",1
"BP","1","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","2/73","142/13552",0.177967452190126,0.371202358740793,0.319779049215853,"TAL1/TREM2",2
"BP","1","GO:1903364","positive regulation of cellular protein catabolic process","2/73","142/13552",0.177967452190126,0.371202358740793,0.319779049215853,"TREM2/CEBPA",2
"BP","1","GO:0043312","neutrophil degranulation","4/73","409/13552",0.178382990100107,0.371202358740793,0.319779049215853,"PTAFR/BIN2/ITGAX/CD33",4
"KEGG","1","hsa04270","Vascular smooth muscle contraction","2/44","108/6190",0.178578222255703,0.550115670976174,0.508450941081958,"10266/1908",2
"KEGG","1","hsa04380","Osteoclast differentiation","2/44","108/6190",0.178578222255703,0.550115670976174,0.508450941081958,"54209/11027",2
"MF","1","GO:0016251","RNA polymerase II general transcription initiation factor activity","1/78","35/13926",0.178668363333869,0.326140663228492,0.295541653634972,"TAF5",1
"MF","1","GO:1901682","sulfur compound transmembrane transporter activity","1/78","35/13926",0.178668363333869,0.326140663228492,0.295541653634972,"ABCG2",1
"KEGG","-1","hsa04726","Serotonergic synapse","1/13","93/6190",0.178800814615818,0.288997317606635,0.239020337870149,"1558",1
"CC","-1","GO:0016605","PML body","1/29","96/14163",0.179165389173125,0.493136812583514,0.460326319591364,"CIART",1
"BP","1","GO:0034765","regulation of ion transmembrane transport","4/73","410/13552",0.179451894345969,0.371202358740793,0.319779049215853,"PTAFR/ADRB2/TREM2/EDN3",4
"MF","-1","GO:0004674","protein serine/threonine kinase activity","2/27","398/13926",0.179743156735233,0.287768603716055,0.228670613892015,"MAP3K21/PDK1",2
"BP","-1","GO:0007283","spermatogenesis","2/29","361/13552",0.180130912148086,0.326018187351354,0.279973210493325,"SCMH1/MOV10L1",2
"MF","-1","GO:0005267","potassium channel activity","1/27","102/13926",0.180182553192133,0.287768603716055,0.228670613892015,"KCNH4",1
"MF","-1","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","1/27","102/13926",0.180182553192133,0.287768603716055,0.228670613892015,"BDH1",1
"BP","1","GO:0051271","negative regulation of cellular component movement","3/73","272/13552",0.180725533370063,0.371202358740793,0.319779049215853,"ACVR1C/CX3CR1/SEMA3G",3
"KEGG","1","hsa05162","Measles","2/44","109/6190",0.181135647760448,0.550115670976174,0.508450941081958,"4938/51284",2
"BP","-1","GO:0032006","regulation of TOR signaling","1/29","93/13552",0.18119106380242,0.327085167123849,0.280889496038202,"DDIT4",1
"BP","1","GO:0002228","natural killer cell mediated immunity","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"PIK3R6",1
"BP","1","GO:0002711","positive regulation of T cell mediated immunity","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"IL12RB1",1
"BP","1","GO:0006956","complement activation","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"A2M",1
"BP","1","GO:0009225","nucleotide-sugar metabolic process","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"RENBP",1
"BP","1","GO:0030501","positive regulation of bone mineralization","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"ADRB2",1
"BP","1","GO:0030835","negative regulation of actin filament depolymerization","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"AVIL",1
"BP","1","GO:0032570","response to progesterone","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"RAMP2",1
"BP","1","GO:0032881","regulation of polysaccharide metabolic process","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"RUBCNL",1
"BP","1","GO:0045746","negative regulation of Notch signaling pathway","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"GATA2",1
"BP","1","GO:0070228","regulation of lymphocyte apoptotic process","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"GIMAP8",1
"BP","1","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"GATA2",1
"BP","1","GO:0090278","negative regulation of peptide hormone secretion","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"ACVR1C",1
"BP","1","GO:1900274","regulation of phospholipase C activity","1/73","37/13552",0.181360730632584,0.371202358740793,0.319779049215853,"PTAFR",1
"MF","-1","GO:0003697","single-stranded DNA binding","1/27","103/13926",0.181783759142929,0.287768603716055,0.228670613892015,"TDP1",1
"BP","1","GO:0007369","gastrulation","2/73","144/13552",0.181830974815749,0.371719130551477,0.3202242317272,"TAL1/DUSP4",2
"MF","1","GO:0003823","antigen binding","1/78","36/13926",0.183280260796972,0.329331718619559,0.298433319389806,"LILRA2",1
"MF","1","GO:0061980","regulatory RNA binding","1/78","36/13926",0.183280260796972,0.329331718619559,0.298433319389806,"TLR7",1
"MF","-1","GO:0005506","iron ion binding","1/27","104/13926",0.183381953348466,0.287768603716055,0.228670613892015,"CYP2C8",1
"BP","1","GO:0016573","histone acetylation","2/73","145/13552",0.183767597069303,0.372764716233454,0.321124970602865,"GATA2/TAF5",2
"BP","1","GO:0051048","negative regulation of secretion","2/73","145/13552",0.183767597069303,0.372764716233454,0.321124970602865,"CD84/ACVR1C",2
"BP","-1","GO:0005976","polysaccharide metabolic process","1/29","95/13552",0.184715955306867,0.32809789159905,0.281759188999109,"NR1D1",1
"BP","-1","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","1/29","95/13552",0.184715955306867,0.32809789159905,0.281759188999109,"DDIT4",1
"BP","-1","GO:0009581","detection of external stimulus","1/29","95/13552",0.184715955306867,0.32809789159905,0.281759188999109,"TMC2",1
"BP","-1","GO:0016525","negative regulation of angiogenesis","1/29","95/13552",0.184715955306867,0.32809789159905,0.281759188999109,"ADAMTS9",1
"BP","-1","GO:0045446","endothelial cell differentiation","1/29","95/13552",0.184715955306867,0.32809789159905,0.281759188999109,"APOLD1",1
"BP","-1","GO:0097237","cellular response to toxic substance","1/29","95/13552",0.184715955306867,0.32809789159905,0.281759188999109,"GSTO2",1
"MF","1","GO:0061134","peptidase regulator activity","2/78","140/13926",0.184895500416897,0.329658644154158,0.298729572276994,"A2M/RENBP",2
"BP","-1","GO:0009259","ribonucleotide metabolic process","2/29","368/13552",0.185539022608738,0.32809789159905,0.281759188999109,"PDK1/DDIT4",2
"BP","1","GO:0007565","female pregnancy","2/73","146/13552",0.185707341017398,0.372764716233454,0.321124970602865,"ACVR1C/RAMP2",2
"BP","1","GO:0019933","cAMP-mediated signaling","2/73","146/13552",0.185707341017398,0.372764716233454,0.321124970602865,"ADRB2/RAMP2",2
"BP","1","GO:0014002","astrocyte development","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"TREM2",1
"BP","1","GO:0031279","regulation of cyclase activity","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"P2RY13",1
"BP","1","GO:0032374","regulation of cholesterol transport","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"LIPG",1
"BP","1","GO:0032613","interleukin-10 production","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"TREM2",1
"BP","1","GO:0046456","icosanoid biosynthetic process","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"HPGDS",1
"BP","1","GO:0071526","semaphorin-plexin signaling pathway","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"SEMA3G",1
"BP","1","GO:0071825","protein-lipid complex subunit organization","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"LIPG",1
"BP","1","GO:1901068","guanosine-containing compound metabolic process","1/73","38/13552",0.185782533567384,0.372764716233454,0.321124970602865,"GIMAP7",1
"KEGG","-1","hsa04066","HIF-1 signaling pathway","1/13","97/6190",0.18578398988998,0.288997317606635,0.239020337870149,"5163",1
"CC","-1","GO:1990204","oxidoreductase complex","1/29","100/14163",0.185914011367951,0.493136812583514,0.460326319591364,"PDK1",1
"BP","-1","GO:0009306","protein secretion","2/29","369/13552",0.186313732932287,0.32809789159905,0.281759188999109,"MYRIP/NR1D1",2
"BP","-1","GO:0035592","establishment of protein localization to extracellular region","2/29","369/13552",0.186313732932287,0.32809789159905,0.281759188999109,"MYRIP/NR1D1",2
"BP","-1","GO:2000181","negative regulation of blood vessel morphogenesis","1/29","96/13552",0.186472902419604,0.32809789159905,0.281759188999109,"ADAMTS9",1
"BP","1","GO:0002250","adaptive immune response","3/73","277/13552",0.187482338729916,0.372764716233454,0.321124970602865,"CD84/SPN/IL12RB1",3
"BP","1","GO:0038061","NIK/NF-kappaB signaling","2/73","147/13552",0.187650118512799,0.372764716233454,0.321124970602865,"TREM2/TLR7",2
"MF","1","GO:0032813","tumor necrosis factor receptor superfamily binding","1/78","37/13926",0.187866591945844,0.332379354981108,0.301195021905077,"TNFSF10",1
"BP","-1","GO:0019218","regulation of steroid metabolic process","1/29","97/13552",0.188226193578183,0.329410664372304,0.282886553122448,"NR1D1",1
"BP","-1","GO:0030216","keratinocyte differentiation","1/29","97/13552",0.188226193578183,0.329410664372304,0.282886553122448,"CDH3",1
"BP","-1","GO:0001933","negative regulation of protein phosphorylation","2/29","372/13552",0.188640927223276,0.329410664372304,0.282886553122448,"DDIT4/PER1",2
"BP","1","GO:0002446","neutrophil mediated immunity","4/73","419/13552",0.189170367129115,0.372764716233454,0.321124970602865,"PTAFR/BIN2/ITGAX/CD33",4
"CC","1","GO:0043198","dendritic shaft","1/78","38/14163",0.189522308455149,0.612382423221542,0.579652069308029,"SYNDIG1",1
"BP","1","GO:0006575","cellular modified amino acid metabolic process","2/73","148/13552",0.189595842242536,0.372764716233454,0.321124970602865,"GSTM1/HPGDS",2
"BP","1","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","2/73","148/13552",0.189595842242536,0.372764716233454,0.321124970602865,"CD84/HMCN1",2
"BP","1","GO:0018393","internal peptidyl-lysine acetylation","2/73","148/13552",0.189595842242536,0.372764716233454,0.321124970602865,"GATA2/TAF5",2
"BP","1","GO:0042098","T cell proliferation","2/73","148/13552",0.189595842242536,0.372764716233454,0.321124970602865,"SPN/IL12RB1",2
"BP","-1","GO:0009582","detection of abiotic stimulus","1/29","98/13552",0.189975836118966,0.330463618469334,0.28379079389945,"TMC2",1
"BP","1","GO:0002920","regulation of humoral immune response","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"A2M",1
"BP","1","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"SFPQ",1
"BP","1","GO:0019369","arachidonic acid metabolic process","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"HPGDS",1
"BP","1","GO:0032008","positive regulation of TOR signaling","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"TREM2",1
"BP","1","GO:0032371","regulation of sterol transport","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"LIPG",1
"BP","1","GO:0032757","positive regulation of interleukin-8 production","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"TLR7",1
"BP","1","GO:0043114","regulation of vascular permeability","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"RAMP2",1
"BP","1","GO:0045933","positive regulation of muscle contraction","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"PTAFR",1
"BP","1","GO:0046460","neutral lipid biosynthetic process","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"AVIL",1
"BP","1","GO:0046463","acylglycerol biosynthetic process","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"AVIL",1
"BP","1","GO:0050879","multicellular organismal movement","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"RCSD1",1
"BP","1","GO:0050881","musculoskeletal movement","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"RCSD1",1
"BP","1","GO:0051339","regulation of lyase activity","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"P2RY13",1
"BP","1","GO:0051353","positive regulation of oxidoreductase activity","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"EDN3",1
"BP","1","GO:0090102","cochlea development","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"GATA2",1
"BP","1","GO:1903580","positive regulation of ATP metabolic process","1/73","39/13552",0.190180777984254,0.372764716233454,0.321124970602865,"TREM2",1
"BP","-1","GO:0071692","protein localization to extracellular region","2/29","374/13552",0.190194888327674,0.330463618469334,0.28379079389945,"MYRIP/NR1D1",2
"BP","1","GO:0050708","regulation of protein secretion","3/73","279/13552",0.190203906174188,0.372764716233454,0.321124970602865,"ACVR1C/TREM2/CD33",3
"BP","1","GO:0060759","regulation of response to cytokine stimulus","2/73","149/13552",0.191544425721683,0.374961393012515,0.323017337920318,"TREM2/CD300LF",2
"BP","-1","GO:0044282","small molecule catabolic process","2/29","376/13552",0.191750797501463,0.331509463342082,0.284688929519062,"BDH1/ALDH1L2",2
"BP","-1","GO:0048232","male gamete generation","2/29","376/13552",0.191750797501463,0.331509463342082,0.284688929519062,"SCMH1/MOV10L1",2
"MF","1","GO:0001102","RNA polymerase II activating transcription factor binding","1/78","38/13926",0.192427496678238,0.332769355157855,0.301548431676226,"LMO2",1
"MF","1","GO:0015026","coreceptor activity","1/78","38/13926",0.192427496678238,0.332769355157855,0.301548431676226,"RAMP2",1
"MF","1","GO:0030544","Hsp70 protein binding","1/78","38/13926",0.192427496678238,0.332769355157855,0.301548431676226,"SPN",1
"BP","-1","GO:0019693","ribose phosphate metabolic process","2/29","378/13552",0.193308611784848,0.331994128918779,0.285105143653082,"PDK1/DDIT4",2
"BP","-1","GO:0006720","isoprenoid metabolic process","1/29","100/13552",0.193464204621734,0.331994128918779,0.285105143653082,"CYP2C8",1
"BP","-1","GO:0035601","protein deacylation","1/29","100/13552",0.193464204621734,0.331994128918779,0.285105143653082,"PER1",1
"BP","1","GO:0002793","positive regulation of peptide secretion","2/73","150/13552",0.193495783287181,0.375685959437837,0.323641528896283,"TREM2/CD33",2
"BP","1","GO:0006475","internal protein amino acid acetylation","2/73","150/13552",0.193495783287181,0.375685959437837,0.323641528896283,"GATA2/TAF5",2
"CC","1","GO:0031526","brush border membrane","1/78","39/14163",0.193997866681025,0.612382423221542,0.579652069308029,"ABCG2",1
"BP","1","GO:0014009","glial cell proliferation","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"TREM2",1
"BP","1","GO:0035307","positive regulation of protein dephosphorylation","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"CD33",1
"BP","1","GO:0035722","interleukin-12-mediated signaling pathway","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"IL12RB1",1
"BP","1","GO:0045981","positive regulation of nucleotide metabolic process","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"TREM2",1
"BP","1","GO:0048066","developmental pigmentation","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"EDN3",1
"BP","1","GO:0070169","positive regulation of biomineral tissue development","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"ADRB2",1
"BP","1","GO:0071470","cellular response to osmotic stress","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"RCSD1",1
"BP","1","GO:0085029","extracellular matrix assembly","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"RAMP2",1
"BP","1","GO:0110151","positive regulation of biomineralization","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"ADRB2",1
"BP","1","GO:1900544","positive regulation of purine nucleotide metabolic process","1/73","40/13552",0.194555587664351,0.375685959437837,0.323641528896283,"TREM2",1
"CC","1","GO:0030139","endocytic vesicle","3/78","276/14163",0.194633173271963,0.612382423221542,0.579652069308029,"MPEG1/PLD4/TLR7",3
"BP","-1","GO:0010906","regulation of glucose metabolic process","1/29","101/13552",0.195202945185663,0.334152824886787,0.286958957532462,"PDK1",1
"BP","1","GO:0045089","positive regulation of innate immune response","2/73","151/13552",0.195449830091699,0.376151263291862,0.324042373396683,"SFPQ/LILRA2",2
"BP","1","GO:2000377","regulation of reactive oxygen species metabolic process","2/73","151/13552",0.195449830091699,0.376151263291862,0.324042373396683,"CX3CR1/TMEM106A",2
"BP","1","GO:0071214","cellular response to abiotic stimulus","3/73","283/13552",0.19567798582494,0.376151263291862,0.324042373396683,"PTAFR/RCSD1/TLR7",3
"BP","1","GO:0104004","cellular response to environmental stimulus","3/73","283/13552",0.19567798582494,0.376151263291862,0.324042373396683,"PTAFR/RCSD1/TLR7",3
"BP","-1","GO:0006096","glycolytic process","1/29","102/13552",0.196938066335735,0.334500894126033,0.287257867428188,"DDIT4",1
"MF","1","GO:0008146","sulfotransferase activity","1/78","39/13926",0.196963114136411,0.333099384201283,0.301847496896357,"GAL3ST4",1
"MF","1","GO:0032266","phosphatidylinositol-3-phosphate binding","1/78","39/13926",0.196963114136411,0.333099384201283,0.301847496896357,"RUBCNL",1
"MF","1","GO:0140223","general transcription initiation factor activity","1/78","39/13926",0.196963114136411,0.333099384201283,0.301847496896357,"TAF5",1
"BP","1","GO:0010950","positive regulation of endopeptidase activity","2/73","152/13552",0.197406482097539,0.378522179900901,0.326084842796879,"ACVR1C/TNFSF10",2
"MF","-1","GO:0015085","calcium ion transmembrane transporter activity","1/27","113/13926",0.197631068364365,0.305429832926746,0.242704820798343,"TMC2",1
"BP","-1","GO:0006757","ATP generation from ADP","1/29","103/13552",0.198669575337687,0.334500894126033,0.287257867428188,"DDIT4",1
"BP","-1","GO:0018107","peptidyl-threonine phosphorylation","1/29","103/13552",0.198669575337687,0.334500894126033,0.287257867428188,"DDIT4",1
"BP","-1","GO:0030518","intracellular steroid hormone receptor signaling pathway","1/29","103/13552",0.198669575337687,0.334500894126033,0.287257867428188,"PER1",1
"BP","-1","GO:0046887","positive regulation of hormone secretion","1/29","103/13552",0.198669575337687,0.334500894126033,0.287257867428188,"MYRIP",1
"BP","-1","GO:0098732","macromolecule deacylation","1/29","103/13552",0.198669575337687,0.334500894126033,0.287257867428188,"PER1",1
"BP","-1","GO:0006163","purine nucleotide metabolic process","2/29","385/13552",0.198775351473456,0.334500894126033,0.287257867428188,"PDK1/DDIT4",2
"BP","1","GO:0000768","syncytium formation by plasma membrane fusion","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"TREM2",1
"BP","1","GO:0009409","response to cold","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"ADRB2",1
"BP","1","GO:0034381","plasma lipoprotein particle clearance","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"LIPG",1
"BP","1","GO:0048663","neuron fate commitment","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"GATA2",1
"BP","1","GO:0055081","anion homeostasis","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"LIPG",1
"BP","1","GO:0071364","cellular response to epidermal growth factor stimulus","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"GAREM1",1
"BP","1","GO:0140253","cell-cell fusion","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"TREM2",1
"BP","1","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","1/73","41/13552",0.198907085747574,0.378522179900901,0.326084842796879,"IL12RB1",1
"MF","1","GO:0030695","GTPase regulator activity","3/78","275/13926",0.199803554855708,0.33543662494024,0.303965454179256,"ARHGAP25/TAGAP/ADAP2",3
"BP","-1","GO:0050728","negative regulation of inflammatory response","1/29","104/13552",0.200397479443212,0.335605417380801,0.288206394024861,"NR1D1",1
"BP","-1","GO:0098754","detoxification","1/29","104/13552",0.200397479443212,0.335605417380801,0.288206394024861,"GSTO2",1
"BP","1","GO:0010951","negative regulation of endopeptidase activity","2/73","154/13552",0.201327269574255,0.381233866828653,0.328420875009791,"A2M/RENBP",2
"BP","1","GO:0048839","inner ear development","2/73","154/13552",0.201327269574255,0.381233866828653,0.328420875009791,"GATA2/CEBPA",2
